_unit_id,_created_at,_id,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,guessed_gender,gender,guessed_gender_gold,tweet1,tweet10,tweet11,tweet12,tweet13,tweet14,tweet15,tweet16,tweet17,tweet18,tweet19,tweet2,tweet20,tweet3,tweet4,tweet5,tweet6,tweet7,tweet8,tweet9
1580701706,2/11/2018 17:11:15,3356130722,2/11/2018 17:04:21,False,cf_internal,0.955,44316778,FRA,A8,M,F,,Hahahah USER tweet 'p' en wordt 10x geretweet. Goed voor de relevantie van de letter 'p',"USER Ja, je weet wel wat ik bedoel toch?",Shit... ik heb gezegd dat het me leuk lijkt om eens in pyjama naar werk te gaan. Nu denken ze dat ik heb gezegd dat 'ik het ga doen'..,Heb besloten dat ik alle ramen insla van kleine auto's die me de valse hoop geven dat er nog een parkeerplek over is.,Flinke politiecontrole timorplein. Heb ze vaker voor de deur gezien maar vandaag wel radicaal. Al 8 auto's ingenomen. URL,"USER Ja dat krijg je ervan. Zo heeft een bekende van mij eens een bord vol octopus naar binnen moeten werken, omdat hij 1/2",USER Het was uitverkocht : ((((( Zit je bij EZ nu?,De vragen uit de zaal zijn niet te verstaan via de livestream #cmcformats,"Net onverwacht USER tegengekomen in Spaces, dus even lunchen en kletsen.","Snotver, dat hele Itawon = itaewon = natuurlijk Insadong! Ik ben een Onni Insadong Style persoon.",HNY liefs vanuit Rotterdam USER Maastoren URL,Nu kan USER ook facebook vrindjes worden met Jeremy Lin URL,"USER oh die ken ikniet, is die fijn? M'n ouders en oom en tante zijn dol op d'angleterre zit daar ook ergens.",USER blog van USER URL,USER hahahahaha! We moeten nog even nieuwe saté plannen,USER Goed voornemen! Ga ik ook niet meer in investeren.,Mannen blij. Die doen nu iets waardoor deze vakantie toch nog n beetje op hun JC vakantie lijkt. En dan met vrouwen,"Fietsendieven in A'dam; heb weer n nieuwe fiets, incl op afstand bestuurbaar zadel, wordt heel nasty bij onrechtmatig gebruik.",Oh jammer. Nu gaat ie fluisteren...,"USER +1 rt, maar waarom eigenlijk?"
1580701706,2/12/2018 08:52:14,3357851723,2/12/2018 08:47:48,False,cf_internal,0.805,44317832,FRA,A8,F,F,,Hahahah USER tweet 'p' en wordt 10x geretweet. Goed voor de relevantie van de letter 'p',"USER Ja, je weet wel wat ik bedoel toch?",Shit... ik heb gezegd dat het me leuk lijkt om eens in pyjama naar werk te gaan. Nu denken ze dat ik heb gezegd dat 'ik het ga doen'..,Heb besloten dat ik alle ramen insla van kleine auto's die me de valse hoop geven dat er nog een parkeerplek over is.,Flinke politiecontrole timorplein. Heb ze vaker voor de deur gezien maar vandaag wel radicaal. Al 8 auto's ingenomen. URL,"USER Ja dat krijg je ervan. Zo heeft een bekende van mij eens een bord vol octopus naar binnen moeten werken, omdat hij 1/2",USER Het was uitverkocht : ((((( Zit je bij EZ nu?,De vragen uit de zaal zijn niet te verstaan via de livestream #cmcformats,"Net onverwacht USER tegengekomen in Spaces, dus even lunchen en kletsen.","Snotver, dat hele Itawon = itaewon = natuurlijk Insadong! Ik ben een Onni Insadong Style persoon.",HNY liefs vanuit Rotterdam USER Maastoren URL,Nu kan USER ook facebook vrindjes worden met Jeremy Lin URL,"USER oh die ken ikniet, is die fijn? M'n ouders en oom en tante zijn dol op d'angleterre zit daar ook ergens.",USER blog van USER URL,USER hahahahaha! We moeten nog even nieuwe saté plannen,USER Goed voornemen! Ga ik ook niet meer in investeren.,Mannen blij. Die doen nu iets waardoor deze vakantie toch nog n beetje op hun JC vakantie lijkt. En dan met vrouwen,"Fietsendieven in A'dam; heb weer n nieuwe fiets, incl op afstand bestuurbaar zadel, wordt heel nasty bij onrechtmatig gebruik.",Oh jammer. Nu gaat ie fluisteren...,"USER +1 rt, maar waarom eigenlijk?"
1580701707,2/11/2018 17:20:19,3356167371,2/11/2018 17:19:03,False,cf_internal,0.955,44316778,FRA,A8,F,F,,USER sterkte en snel veel beterschap !,USER mooi ! ik wil ook nog deze week maar weet niet of ik de tijd kan vinden ;-(  vrijdag of zat.  hoop ik !!!,MooiRooi.nl - Sint-Oedenrode - U kunt zich nog aanmelden als wensvervuller URL,Shit gestoken door een #wesp au!,USER vermaak je je een beetje?,Kliknieuws.nl | Sint-Oedenrode - Foto’s Hans Vervloed in bibliotheek URL,USER USER hoe is het met jullie? nog gegaan en drank gewonnen? Ik kon dus echt niet komen #pijn ! morgen over hoop ik :-),USER USER was het een leuk feestje ? nog een fijne avond x,Beleef een professionele fotoshoot bij Lachebekkies. Inclusief foto’s op verschillend forma... URL   Kei leuk !!!!!!,USER USER USER USER weer naar huis :-( bedankt allemaal voor de gezelligheid xxx URL,baaah   dan blijf je echt liever alleen !!,Dio Oberon overleden: 'de beste nar van Nederland' - Show - Algemeen - bndestem URL,Film tip ! Pina  #Pinabausch in 3D #modernballet. heel indrukwekkend !,USER dat is jullie pap op tv!  Leuk!,ja hoor dit gaan we winnen #songfestival ! ;-(((,USER haha precies wat ik ook dacht ! Watje :-),USER hoe moet dat nou een feestje in Rooi zonder jou? beterschap USER  xxx ook van katjazondertwitter :-),op de bank (alleen) :-(,USER hè toch!  Beterschap!,"Ik heb op deze video gestemd bij #Dichtbijfonds, jij ook? URL"
1580701707,2/12/2018 09:10:17,3357868594,2/12/2018 09:07:10,False,cf_internal,0.805,44317832,FRA,A8,F,F,,USER sterkte en snel veel beterschap !,USER mooi ! ik wil ook nog deze week maar weet niet of ik de tijd kan vinden ;-(  vrijdag of zat.  hoop ik !!!,MooiRooi.nl - Sint-Oedenrode - U kunt zich nog aanmelden als wensvervuller URL,Shit gestoken door een #wesp au!,USER vermaak je je een beetje?,Kliknieuws.nl | Sint-Oedenrode - Foto’s Hans Vervloed in bibliotheek URL,USER USER hoe is het met jullie? nog gegaan en drank gewonnen? Ik kon dus echt niet komen #pijn ! morgen over hoop ik :-),USER USER was het een leuk feestje ? nog een fijne avond x,Beleef een professionele fotoshoot bij Lachebekkies. Inclusief foto’s op verschillend forma... URL   Kei leuk !!!!!!,USER USER USER USER weer naar huis :-( bedankt allemaal voor de gezelligheid xxx URL,baaah   dan blijf je echt liever alleen !!,Dio Oberon overleden: 'de beste nar van Nederland' - Show - Algemeen - bndestem URL,Film tip ! Pina  #Pinabausch in 3D #modernballet. heel indrukwekkend !,USER dat is jullie pap op tv!  Leuk!,ja hoor dit gaan we winnen #songfestival ! ;-(((,USER haha precies wat ik ook dacht ! Watje :-),USER hoe moet dat nou een feestje in Rooi zonder jou? beterschap USER  xxx ook van katjazondertwitter :-),op de bank (alleen) :-(,USER hè toch!  Beterschap!,"Ik heb op deze video gestemd bij #Dichtbijfonds, jij ook? URL"
1580701708,2/11/2018 17:35:07,3356191523,2/11/2018 17:34:01,False,cf_internal,0.955,44316778,FRA,A8,M,M,,"Ik overweeg #carnage, laat Polanski het Foster en Winslet met elkaar doen in die film? #dtv","Zondag nog in #parkspooroost, nu alweer in de pot. #antwerpen2012  URL","De meerderheid probeert een hoogdringend punt op de agenda te krijgen, maar vindt geen 2/3de meerderheid dus afgevoerd. Knullig.",De scheidsrechter heeft ook een kapperszaak #JustSaying #scobel,"Van Sicko Ducinge naar Duco Sickinge, dat is slechts een kleine stap...","OK, als 'm nu fout op't fietspad geparkeerd stond... URL #Lamborghini  #fietsen",Wat een persoonlijkheid! #wiggo #wiggoworldchamp #wkPonferrada URL,"USER nog niet gelezen, maar ga het zeker doen! Thanks voor de tip","Net ingezapt op Bill Hicks, ik denk dat ik USER zijn bewondering begrijp #acht","Vrijdag #kerstmarkt in BXL. Niet voor de elektrische boom, niet voor de #sfeer. Enkel voor die OVERHEERLIJKE Thüringer #braadworst daar!",USER mijn rekeningnummer : BE29 1234 1234 9876,USER hier ligt amper sneeuw man! #jaloers,USER rugby? dat is voor lelijke frustro's met een pick-up,Ik heb net het meest plaatsvervangende schaamtemoment uit mijn leven meegemaakt #superfans,"USER dat begrijp ik, hij is nogal manièristisch. Wilfried De Jongh zou anders uitstekende opvolger zijn :)",De grinta spat van Boonens gezicht #rvv,"zo nu en dan nog een streepje #zg13 meepikken, vanavond met Wouter Bos. Heb altijd dubbele gevoelens over hem.",USER USER Dan wil ik die cijfers wel eens heel graag zien. Je zou kunnen stellen: anticipatie op persioneringsgolf van volg jaren,laten we met z'n allen naar Triodos overstappen anders #banken,"Dankzij de moderne communicatietechnologieën stel ik vast dat we in #antwerpen gezegend zijn.Al zeker 5cm sneeuw, in Mieve bij USER niks"
1580701708,2/16/2018 09:12:13,3373936720,2/16/2018 09:10:49,False,cf_internal,0.805,44317832,FRA,A8,M,M,,"Ik overweeg #carnage, laat Polanski het Foster en Winslet met elkaar doen in die film? #dtv","Zondag nog in #parkspooroost, nu alweer in de pot. #antwerpen2012  URL","De meerderheid probeert een hoogdringend punt op de agenda te krijgen, maar vindt geen 2/3de meerderheid dus afgevoerd. Knullig.",De scheidsrechter heeft ook een kapperszaak #JustSaying #scobel,"Van Sicko Ducinge naar Duco Sickinge, dat is slechts een kleine stap...","OK, als 'm nu fout op't fietspad geparkeerd stond... URL #Lamborghini  #fietsen",Wat een persoonlijkheid! #wiggo #wiggoworldchamp #wkPonferrada URL,"USER nog niet gelezen, maar ga het zeker doen! Thanks voor de tip","Net ingezapt op Bill Hicks, ik denk dat ik USER zijn bewondering begrijp #acht","Vrijdag #kerstmarkt in BXL. Niet voor de elektrische boom, niet voor de #sfeer. Enkel voor die OVERHEERLIJKE Thüringer #braadworst daar!",USER mijn rekeningnummer : BE29 1234 1234 9876,USER hier ligt amper sneeuw man! #jaloers,USER rugby? dat is voor lelijke frustro's met een pick-up,Ik heb net het meest plaatsvervangende schaamtemoment uit mijn leven meegemaakt #superfans,"USER dat begrijp ik, hij is nogal manièristisch. Wilfried De Jongh zou anders uitstekende opvolger zijn :)",De grinta spat van Boonens gezicht #rvv,"zo nu en dan nog een streepje #zg13 meepikken, vanavond met Wouter Bos. Heb altijd dubbele gevoelens over hem.",USER USER Dan wil ik die cijfers wel eens heel graag zien. Je zou kunnen stellen: anticipatie op persioneringsgolf van volg jaren,laten we met z'n allen naar Triodos overstappen anders #banken,"Dankzij de moderne communicatietechnologieën stel ik vast dat we in #antwerpen gezegend zijn.Al zeker 5cm sneeuw, in Mieve bij USER niks"
1580701709,2/11/2018 17:26:46,3356178712,2/11/2018 17:25:27,False,cf_internal,0.955,44316778,FRA,A8,F,F,,USER Don't get eaten!,Ik ga deze zomer precies eens 'n bezoekje brengen aan Noord-Ierland of Malta. #gameofthrones #operationSetinfiltration,Ik word gelukkig van met een boek in mijn favoriete koffiebar te gaan zitten.  USER,"USER Ja, piraten met roze broeken! En nee, nog niet. Van deze lijst URL moet ik 2,6,7,8,10,12,14 nog zien.","steelt het internet van C., net als haar warm water wegens ontbreken op eigen kot.",Eindelijk een afstudeer/jobbeurs met resultaat! UA&lt;3,Als mijn dromen mijn gedachten gaan volgen ga ik zo dadelijk in een Jaeger kaiju's bevechten. Aw yiss.,"USER Oei, dat is heel wat minder.. *awkwardmaargemeendehug*",Examens opstellen en tussendoor aflevering kijken: 10/10,Strijdwonden tijdens het mountainbiken! URL,En natuurlijk zijn er dan familieleden die de kans nemen om te lachen met mijn vegetarisme. Dolle pret!,Vers brood met kaasschotel en vers fruit maken van mij een gelukkig persoon.,Laten we de arme kindertjes beschermen tegen vieze vuile porno en zeker nooit over seks praten! URL (via USER,"USER Jij moet natuurlijk wel van aan de andere kant van 't water komen =P. Openbaar vervoer = lezen, en podcasts luisteren!",USER Ik heb het vorige seizoen maar tot de helft gekeken en dan nog enkel de afleveringen met Felicia.,Eerste dag werken in maanden en natuurlijk ben ik na vijf minuten al gewond aan mijn wijsvinger. #onhandigofwat,Ik kijk nietsvermoedend in de spiegel en opeens zie ik dat ik rimpels rond mijn ogen heb?! Better start digging my grave I guess.,"Eindelijk #Maleficent kijken! Come on Angie's cheekbones, don't disappoint me.",Deze had ik bijna gekocht =D. #misandry URL,"...het hoge zelfmoordcijfer van transgenders, dubbele standaarden die er zijn voor mannen en vrouwen. De leerling was het niet eens met..."
1580701709,2/12/2018 09:27:50,3357886098,2/12/2018 09:26:10,False,cf_internal,0.805,44317832,FRA,A8,F,F,,USER Don't get eaten!,Ik ga deze zomer precies eens 'n bezoekje brengen aan Noord-Ierland of Malta. #gameofthrones #operationSetinfiltration,Ik word gelukkig van met een boek in mijn favoriete koffiebar te gaan zitten.  USER,"USER Ja, piraten met roze broeken! En nee, nog niet. Van deze lijst URL moet ik 2,6,7,8,10,12,14 nog zien.","steelt het internet van C., net als haar warm water wegens ontbreken op eigen kot.",Eindelijk een afstudeer/jobbeurs met resultaat! UA&lt;3,Als mijn dromen mijn gedachten gaan volgen ga ik zo dadelijk in een Jaeger kaiju's bevechten. Aw yiss.,"USER Oei, dat is heel wat minder.. *awkwardmaargemeendehug*",Examens opstellen en tussendoor aflevering kijken: 10/10,Strijdwonden tijdens het mountainbiken! URL,En natuurlijk zijn er dan familieleden die de kans nemen om te lachen met mijn vegetarisme. Dolle pret!,Vers brood met kaasschotel en vers fruit maken van mij een gelukkig persoon.,Laten we de arme kindertjes beschermen tegen vieze vuile porno en zeker nooit over seks praten! URL (via USER,"USER Jij moet natuurlijk wel van aan de andere kant van 't water komen =P. Openbaar vervoer = lezen, en podcasts luisteren!",USER Ik heb het vorige seizoen maar tot de helft gekeken en dan nog enkel de afleveringen met Felicia.,Eerste dag werken in maanden en natuurlijk ben ik na vijf minuten al gewond aan mijn wijsvinger. #onhandigofwat,Ik kijk nietsvermoedend in de spiegel en opeens zie ik dat ik rimpels rond mijn ogen heb?! Better start digging my grave I guess.,"Eindelijk #Maleficent kijken! Come on Angie's cheekbones, don't disappoint me.",Deze had ik bijna gekocht =D. #misandry URL,"...het hoge zelfmoordcijfer van transgenders, dubbele standaarden die er zijn voor mannen en vrouwen. De leerling was het niet eens met..."
1580701710,2/11/2018 17:35:07,3356191533,2/11/2018 17:34:01,False,cf_internal,0.955,44316778,FRA,A8,M,F,,"Lief klein neefje jasper jarig, 9 jaar alweer. #gaatsnel","""@DaniqueBlok: maar beter dat sommige gesprekken niet door anderen te lezen zijn.. #wijzijnergg"" haha,noujaa,erzijn wel andere die t leze ;)","USER hahahhahahahah, dit is geen karakter maar gewoon slechte eigenschap -.-","USER jaa ik ook, anders klinkt het niet xd",back home. was keigezellig dagje Efteling met lieverd USER,ik vrees dat na 4 uur dezelfde sinterklaasliedjes op het werk mijn hoofd dalijk ontploft,mooi rood is niet lelijk. #aaauuww,is het nou echt zo moeilijk om nog even 11 uur te wachten met dat vuurwerk?,En dan nu komt dat hele pijnlijke gevoel dat over 4 uur de wekker weer gaat voor de voorbereidingen van de optocht.  Gotta love carnaval..,"USER omgg, superleuk! ik volgend jaar mei als het goed is ook weer!",USER wij zijn wel echt heel slim joh hahahah 24 februari of 3 maart? ;),USER door je papa ja te laten zeggen?,"USER ohgod, hij wordt emotioneel hoor hahaha xd","rode pluk in mn haar, rode lipgloss, rood riempje. Ik ben in een rode bui vandaag hahaha",Oranje topje en een oranje zonnebril op mn hoofd. Nu dus helemaal klaar voor de koningsspelen!,"concentratie om die film te kijken is echt 0.00, dan maar niet..",het is dat ik die schilders al zo lang en goed ken. anders had ik deze gesprekken heeeel raar gevonden.,"Lang geleden dat ik zo goed geslapen heb, yeahh",goeed gesprek gehad met USER #thankss,"ooyeah, gym valt uit, om 11.20 dus uit :) #lucky"
1580701710,2/16/2018 09:12:13,3373936714,2/16/2018 09:10:49,False,cf_internal,0.805,44317832,FRA,A8,F,F,,"Lief klein neefje jasper jarig, 9 jaar alweer. #gaatsnel","""@DaniqueBlok: maar beter dat sommige gesprekken niet door anderen te lezen zijn.. #wijzijnergg"" haha,noujaa,erzijn wel andere die t leze ;)","USER hahahhahahahah, dit is geen karakter maar gewoon slechte eigenschap -.-","USER jaa ik ook, anders klinkt het niet xd",back home. was keigezellig dagje Efteling met lieverd USER,ik vrees dat na 4 uur dezelfde sinterklaasliedjes op het werk mijn hoofd dalijk ontploft,mooi rood is niet lelijk. #aaauuww,is het nou echt zo moeilijk om nog even 11 uur te wachten met dat vuurwerk?,En dan nu komt dat hele pijnlijke gevoel dat over 4 uur de wekker weer gaat voor de voorbereidingen van de optocht.  Gotta love carnaval..,"USER omgg, superleuk! ik volgend jaar mei als het goed is ook weer!",USER wij zijn wel echt heel slim joh hahahah 24 februari of 3 maart? ;),USER door je papa ja te laten zeggen?,"USER ohgod, hij wordt emotioneel hoor hahaha xd","rode pluk in mn haar, rode lipgloss, rood riempje. Ik ben in een rode bui vandaag hahaha",Oranje topje en een oranje zonnebril op mn hoofd. Nu dus helemaal klaar voor de koningsspelen!,"concentratie om die film te kijken is echt 0.00, dan maar niet..",het is dat ik die schilders al zo lang en goed ken. anders had ik deze gesprekken heeeel raar gevonden.,"Lang geleden dat ik zo goed geslapen heb, yeahh",goeed gesprek gehad met USER #thankss,"ooyeah, gym valt uit, om 11.20 dus uit :) #lucky"
