_unit_id,_created_at,_id,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,guessed_gender,gender,guessed_gender_gold,tweet1,tweet10,tweet11,tweet12,tweet13,tweet14,tweet15,tweet16,tweet17,tweet18,tweet19,tweet2,tweet20,tweet3,tweet4,tweet5,tweet6,tweet7,tweet8,tweet9
1580704405,2/9/2018 14:07:17,3350153666,2/9/2018 14:06:50,false,cf_internal,1.0,44312843,NLD,04,M,M,,"Quantas vezes você já foi no cinema assistir #MADMAX? URL ""What a lovely day!"" #Warner",Uma visão interessante;... URL,Gente que acredita em ideologia de partido é uma gracinha,#Warner #WarnerMovies #DC #DCComics Já viram o calendário de filmes da DC para os próximos anos? Confira: URL,"Diversão do dia, colocar uma foto de zebras em tela cheia, levantar a barba até meus olhos e fingir que eu sou um leão caçando.",Doktor Brüce para na véspera da Festa do Mucho Macho nos leva para conhecer um pouco... menos... o México! Uma das inspirações para a...,Confira agora todos os pôsteres já divulgados do live action #Cinderela da #Disney URL,"#Tron3 já está em pré-produção, tem elenco confirmado e muito mais. Confira: URL","#AHSFreakShow está cada vez melhor! Confira o review, sem spoilers, do terceiro episódio! URL #AHS","Quero saber qual candidato vai tomar providências e explicar para a Gwen Stefani que ""Holla back girl"" não quer dizer porra nenhuma...",USER USER EMOTICONS SÃO UMA FORMA DIVERTIDA DE SE COMUNICAR NA WEB!,Ontem foi ao ar o quarto episódio de #AHS Freak Show. Confira nosso review sem spoilers. Esta quarta temporada está demais né? #FX...,Tatá Snow... essa notícia vai te irritar...... URL,Apreciando a espirito de porquice de criar uma banda que parece uma mistura de Megadeth com Herb Alpert.... URL,Quem aqui já assistiu #Annabelle? URL,"#SimplesmenteAcontece - URL Confira crítica, sem spoilers, de um simpático romance que estreia dia 5 de Fevereiro.",Vem filmão bão por aí! Assista ao trailer do filme que relata a história que inspirou o livro #MobyDick. URL,#Trash - A Esperança vem do Lixo é um dos melhores filmes sobre pobreza e corrupção já filmados no Brasil. Confira: URL,#JessicaJones já está sendo gravada. Confira as primeiras imagens da nova série da #Marvel exclusiva da #NETFLIX: URL,AAAAAAAAAAAAAAAAAAAAAAAH CARAAAAAAALHOOOOOOOO FINALMENTE!!!!! URL
1580704405,2/10/2018 16:27:35,3353706464,2/10/2018 16:26:50,false,cf_internal,0.85,44315565,NLD,04,F,M,,"Quantas vezes você já foi no cinema assistir #MADMAX? URL ""What a lovely day!"" #Warner",Uma visão interessante;... URL,Gente que acredita em ideologia de partido é uma gracinha,#Warner #WarnerMovies #DC #DCComics Já viram o calendário de filmes da DC para os próximos anos? Confira: URL,"Diversão do dia, colocar uma foto de zebras em tela cheia, levantar a barba até meus olhos e fingir que eu sou um leão caçando.",Doktor Brüce para na véspera da Festa do Mucho Macho nos leva para conhecer um pouco... menos... o México! Uma das inspirações para a...,Confira agora todos os pôsteres já divulgados do live action #Cinderela da #Disney URL,"#Tron3 já está em pré-produção, tem elenco confirmado e muito mais. Confira: URL","#AHSFreakShow está cada vez melhor! Confira o review, sem spoilers, do terceiro episódio! URL #AHS","Quero saber qual candidato vai tomar providências e explicar para a Gwen Stefani que ""Holla back girl"" não quer dizer porra nenhuma...",USER USER EMOTICONS SÃO UMA FORMA DIVERTIDA DE SE COMUNICAR NA WEB!,Ontem foi ao ar o quarto episódio de #AHS Freak Show. Confira nosso review sem spoilers. Esta quarta temporada está demais né? #FX...,Tatá Snow... essa notícia vai te irritar...... URL,Apreciando a espirito de porquice de criar uma banda que parece uma mistura de Megadeth com Herb Alpert.... URL,Quem aqui já assistiu #Annabelle? URL,"#SimplesmenteAcontece - URL Confira crítica, sem spoilers, de um simpático romance que estreia dia 5 de Fevereiro.",Vem filmão bão por aí! Assista ao trailer do filme que relata a história que inspirou o livro #MobyDick. URL,#Trash - A Esperança vem do Lixo é um dos melhores filmes sobre pobreza e corrupção já filmados no Brasil. Confira: URL,#JessicaJones já está sendo gravada. Confira as primeiras imagens da nova série da #Marvel exclusiva da #NETFLIX: URL,AAAAAAAAAAAAAAAAAAAAAAAH CARAAAAAAALHOOOOOOOO FINALMENTE!!!!! URL
1580704405,2/11/2018 10:26:11,3355428327,2/11/2018 10:24:51,false,cf_internal,0.7333,44316467,NLD,02,F,M,,"Quantas vezes você já foi no cinema assistir #MADMAX? URL ""What a lovely day!"" #Warner",Uma visão interessante;... URL,Gente que acredita em ideologia de partido é uma gracinha,#Warner #WarnerMovies #DC #DCComics Já viram o calendário de filmes da DC para os próximos anos? Confira: URL,"Diversão do dia, colocar uma foto de zebras em tela cheia, levantar a barba até meus olhos e fingir que eu sou um leão caçando.",Doktor Brüce para na véspera da Festa do Mucho Macho nos leva para conhecer um pouco... menos... o México! Uma das inspirações para a...,Confira agora todos os pôsteres já divulgados do live action #Cinderela da #Disney URL,"#Tron3 já está em pré-produção, tem elenco confirmado e muito mais. Confira: URL","#AHSFreakShow está cada vez melhor! Confira o review, sem spoilers, do terceiro episódio! URL #AHS","Quero saber qual candidato vai tomar providências e explicar para a Gwen Stefani que ""Holla back girl"" não quer dizer porra nenhuma...",USER USER EMOTICONS SÃO UMA FORMA DIVERTIDA DE SE COMUNICAR NA WEB!,Ontem foi ao ar o quarto episódio de #AHS Freak Show. Confira nosso review sem spoilers. Esta quarta temporada está demais né? #FX...,Tatá Snow... essa notícia vai te irritar...... URL,Apreciando a espirito de porquice de criar uma banda que parece uma mistura de Megadeth com Herb Alpert.... URL,Quem aqui já assistiu #Annabelle? URL,"#SimplesmenteAcontece - URL Confira crítica, sem spoilers, de um simpático romance que estreia dia 5 de Fevereiro.",Vem filmão bão por aí! Assista ao trailer do filme que relata a história que inspirou o livro #MobyDick. URL,#Trash - A Esperança vem do Lixo é um dos melhores filmes sobre pobreza e corrupção já filmados no Brasil. Confira: URL,#JessicaJones já está sendo gravada. Confira as primeiras imagens da nova série da #Marvel exclusiva da #NETFLIX: URL,AAAAAAAAAAAAAAAAAAAAAAAH CARAAAAAAALHOOOOOOOO FINALMENTE!!!!! URL
1580704406,2/9/2018 14:06:49,3350152619,2/9/2018 14:06:12,false,cf_internal,1.0,44312843,NLD,04,F,F,,clara me deu um emulador de super nintendo e ainda quer que eu tenha vida social. l0k né?,"USER é brincadeira, coisa linda",vcs estão tão assustados pq Dexter chorou que eu já to pensando que foi alucinação minha,to possuída pelo ritmo ragatanga,"USER pode ser também, pra quebrar na cabeça de todas","Quando essa coisa é ir na ufrn so pra assistir UMA aula, precisa?",USER ta com o celular?,"USER eu também, viu? Feliz ano novo pra tu tb. Que esse proximo ano seja mais (...)","USER cego bebado, pra ficar mais dificil","se fosse fácil, não seria difícil n é mesmo",Meu deus que dor de cabeça sera que ja é chifre,como é que a pessoa tá sentada e cai hein?,fudida define um pouco porém fudidaça define de vdd,compro um estomago novo,"como seria melhor se não houvesse refrão nenhum, mas há","Benzinho, eu ando piraduuu",USER pode irrrrr! Eu ainda te dou uma malinha pronta hihihi,"USER achei não po, tava normal",USER carrinho de mão papa parararara,"""bela, cade tua amiga sapatona?"" (mãe)"
1580704406,2/10/2018 16:26:49,3353705188,2/10/2018 16:26:17,false,cf_internal,0.85,44315565,NLD,04,M,F,,clara me deu um emulador de super nintendo e ainda quer que eu tenha vida social. l0k né?,"USER é brincadeira, coisa linda",vcs estão tão assustados pq Dexter chorou que eu já to pensando que foi alucinação minha,to possuída pelo ritmo ragatanga,"USER pode ser também, pra quebrar na cabeça de todas","Quando essa coisa é ir na ufrn so pra assistir UMA aula, precisa?",USER ta com o celular?,"USER eu também, viu? Feliz ano novo pra tu tb. Que esse proximo ano seja mais (...)","USER cego bebado, pra ficar mais dificil","se fosse fácil, não seria difícil n é mesmo",Meu deus que dor de cabeça sera que ja é chifre,como é que a pessoa tá sentada e cai hein?,fudida define um pouco porém fudidaça define de vdd,compro um estomago novo,"como seria melhor se não houvesse refrão nenhum, mas há","Benzinho, eu ando piraduuu",USER pode irrrrr! Eu ainda te dou uma malinha pronta hihihi,"USER achei não po, tava normal",USER carrinho de mão papa parararara,"""bela, cade tua amiga sapatona?"" (mãe)"
1580704406,2/11/2018 10:24:49,3355427222,2/11/2018 10:23:24,false,cf_internal,0.7333,44316467,NLD,02,M,F,,clara me deu um emulador de super nintendo e ainda quer que eu tenha vida social. l0k né?,"USER é brincadeira, coisa linda",vcs estão tão assustados pq Dexter chorou que eu já to pensando que foi alucinação minha,to possuída pelo ritmo ragatanga,"USER pode ser também, pra quebrar na cabeça de todas","Quando essa coisa é ir na ufrn so pra assistir UMA aula, precisa?",USER ta com o celular?,"USER eu também, viu? Feliz ano novo pra tu tb. Que esse proximo ano seja mais (...)","USER cego bebado, pra ficar mais dificil","se fosse fácil, não seria difícil n é mesmo",Meu deus que dor de cabeça sera que ja é chifre,como é que a pessoa tá sentada e cai hein?,fudida define um pouco porém fudidaça define de vdd,compro um estomago novo,"como seria melhor se não houvesse refrão nenhum, mas há","Benzinho, eu ando piraduuu",USER pode irrrrr! Eu ainda te dou uma malinha pronta hihihi,"USER achei não po, tava normal",USER carrinho de mão papa parararara,"""bela, cade tua amiga sapatona?"" (mãe)"
1580704407,2/9/2018 14:01:22,3350142748,2/9/2018 14:00:07,false,cf_internal,1.0,44312843,NLD,04,F,F,,USER  Não sou mais criança mas meu maior presente seria ganhar um par de ingresso para curtir uma boa regueira amanhã com vocês.,Assim que eu descubro que a TPM chegou.,"USER Nunca ficará ultrapassado, passe o tempo que for, essa música sempre irá fazer total sentido.",USER Bem vindo ao clube.,USER e como viu :/,"Sim, são quase 7h da manhã e eu estou assistindo novela no youtube. #Aviagem #Alexandre&amp;Lisa #NovelaInesquecivel","USER O show de bragança  foi mt animado, porém minha amiga ficou na expectativa de ouvir.l "" Rosas, versos e vinhos """,Sinto muito sua falta amigo !  ზ,"USER Pois é, estava esperando por esse momento.",O cheirinho de pizza já domina o ar &lt;3,USER Convence a galera q quer ir ao shopping a mudar de horário ou fazer um happy hour antes no bar que você vai estar ...,"USER NÃO, faz massagem !",Eu iludida li rápido e achei que Lose Yourself estava no TT :3,Meu coração estará dividido.,"É hoje, #VaiCorinthians contra tudo e contra todos.","USER Juntas poderemos ajudar, Nós vamos curá-lo com carinho ...","Ouvi tanto um funk no bar ontem, que ele grudou na minha cabeça de um jeito QUE socorro mew.","Me liga, me manda um telegrama, uma carta de amor ..",NÃO acredito que perdi isso putz.,"Faz 9 anos hoje e ainda lembro das borboletas em meu estômago, do cheiro daquela manhã e sem dúvido do seu olhar luminoso."
1580704407,2/10/2018 16:22:54,3353698513,2/10/2018 16:21:28,false,cf_internal,0.85,44315565,NLD,04,F,F,,USER  Não sou mais criança mas meu maior presente seria ganhar um par de ingresso para curtir uma boa regueira amanhã com vocês.,Assim que eu descubro que a TPM chegou.,"USER Nunca ficará ultrapassado, passe o tempo que for, essa música sempre irá fazer total sentido.",USER Bem vindo ao clube.,USER e como viu :/,"Sim, são quase 7h da manhã e eu estou assistindo novela no youtube. #Aviagem #Alexandre&amp;Lisa #NovelaInesquecivel","USER O show de bragança  foi mt animado, porém minha amiga ficou na expectativa de ouvir.l "" Rosas, versos e vinhos """,Sinto muito sua falta amigo !  ზ,"USER Pois é, estava esperando por esse momento.",O cheirinho de pizza já domina o ar &lt;3,USER Convence a galera q quer ir ao shopping a mudar de horário ou fazer um happy hour antes no bar que você vai estar ...,"USER NÃO, faz massagem !",Eu iludida li rápido e achei que Lose Yourself estava no TT :3,Meu coração estará dividido.,"É hoje, #VaiCorinthians contra tudo e contra todos.","USER Juntas poderemos ajudar, Nós vamos curá-lo com carinho ...","Ouvi tanto um funk no bar ontem, que ele grudou na minha cabeça de um jeito QUE socorro mew.","Me liga, me manda um telegrama, uma carta de amor ..",NÃO acredito que perdi isso putz.,"Faz 9 anos hoje e ainda lembro das borboletas em meu estômago, do cheiro daquela manhã e sem dúvido do seu olhar luminoso."
1580704407,2/11/2018 10:17:13,3355420212,2/11/2018 10:15:21,false,cf_internal,0.7333,44316467,NLD,02,M,F,,USER  Não sou mais criança mas meu maior presente seria ganhar um par de ingresso para curtir uma boa regueira amanhã com vocês.,Assim que eu descubro que a TPM chegou.,"USER Nunca ficará ultrapassado, passe o tempo que for, essa música sempre irá fazer total sentido.",USER Bem vindo ao clube.,USER e como viu :/,"Sim, são quase 7h da manhã e eu estou assistindo novela no youtube. #Aviagem #Alexandre&amp;Lisa #NovelaInesquecivel","USER O show de bragança  foi mt animado, porém minha amiga ficou na expectativa de ouvir.l "" Rosas, versos e vinhos """,Sinto muito sua falta amigo !  ზ,"USER Pois é, estava esperando por esse momento.",O cheirinho de pizza já domina o ar &lt;3,USER Convence a galera q quer ir ao shopping a mudar de horário ou fazer um happy hour antes no bar que você vai estar ...,"USER NÃO, faz massagem !",Eu iludida li rápido e achei que Lose Yourself estava no TT :3,Meu coração estará dividido.,"É hoje, #VaiCorinthians contra tudo e contra todos.","USER Juntas poderemos ajudar, Nós vamos curá-lo com carinho ...","Ouvi tanto um funk no bar ontem, que ele grudou na minha cabeça de um jeito QUE socorro mew.","Me liga, me manda um telegrama, uma carta de amor ..",NÃO acredito que perdi isso putz.,"Faz 9 anos hoje e ainda lembro das borboletas em meu estômago, do cheiro daquela manhã e sem dúvido do seu olhar luminoso."
1580704408,2/9/2018 13:52:05,3350127064,2/9/2018 13:51:05,false,cf_internal,1.0,44312843,NLD,04,M,F,,USER USER combinado e se alguém furar vai rolar porrada,Em casa e mto feliz,USER aff bieu fiquei mto feliz por ter te reencontrado aquele dia,A carinha virou um tumor infeccionado URL,pessoal rapido me passem tutorial de como fazer ovo frito com gema mole,Só aceito ver o ultimo ep de kekkai sensen na tv mas né fml,só queria um copo cheio de coca gelada agora :///,USER simmmm vamos combinar algo e chamar a savris também,Chega o ano novo e começo a sentir tudo isso de novo,USER melhor coisa ler isso logo de manhã :'),Tem horas que eu paro para pensar e fico com uma vontade absurda de me bater,Vou acabar ficando sem jantar de novo pelo simples motivo de sentir preguiça de fritar hambúrguer,USER acho q a pior parte seria ter q cozinhar e lavar louca todos os dias,só sei q essa chuva precisa parar logo,acho engraçado esses plot twists que a vida tem,USER vamo sim me passa seu nick,Não sei como ainda aguento essas palhaçadas,Estava dormindo tão bem mas esse temporal me acordou,USER vc ta me deixando desgracada da cabeça,Estava feliz por ter dormido até mais tarde hoje dai começo a ouvir música gospel vindo da casa da vizinha
